Real,Bremen,Duckwitzstr. 55  28199 Bremen Germany,+49 (421) 51820,+49 (421) 5182262,"53,0659 8,76932"
Real,Oststeinbek,Willinghusener Weg 1  22113 Oststeinbek Germany,+49 (40) 71303100,+49 (40) 71303180,"53,546820813455 10,152698090458"
Real,Berlin,Karl-Marx-Straße 231-235  12055 Berlin Germany,+49 (30) 682816,+49 (30) 682817800,"52,468806524066 13,4436324248"
Real,Querfurt,Nebraer Tor 5  06268 Querfurt Germany,+49 (34771) 73050,+49 (34771) 7305800,"51,373366361227 11,602821421018"
Real,Heidenau,Hauptstraße 3  01809 Heidenau Germany,+49 (3529) 556500,+49 (3529) 556800,"50,977366188174 13,85569145385"
Real,Kritzow,Karpendiek 3  23970 Kritzow Germany,+49 (3841) 2622100,+49 (3841) 2622800,"53,892018487193 11,530858755587"
Real,Mülheim a. d. Ruhr,Heifeskamp 6  45475 Mülheim a. d. Ruhr Germany,+49 (208) 4391210,+49 (208) 439121260,"51,45819505352 6,8850087397"
Real,Lübeck,Alexander-Fleming-Str. 1  23562 Lübeck Germany,+49 (451) 2905780,+49 (451) 290578200,"53,831703401236 10,690230535152"
Real,Wolfsburg,Brandgehäge 9  38444 Wolfsburg Germany,+49 (5308) 404630,+49 (5308) 40463119,"52,370768509069 10,725112951522"
Real,Mutterstadt,An der Fohlenweide 21  67112 Mutterstadt Germany,+49 (6234) 94780,+49 (6234) 9478190,"49,423442880114 8,364757200929"
Real,Edingen-Neckarhausen,Rosenstr. 70  68535 Edingen-Neckarhausen Germany,+49 (621) 4802890,+49 (621) 4814141,"49,453127676298 8,58825337349"
Real,Saarbrücken,Fischbachstr. 121  66125 Saarbrücken Germany,+49 (6897) 952890,+49 (6897) 972981,"49,289900789591 7,026500938497"
Real,Trier,Gottbillstraße 12-18  54294 Trier Germany,+49 (651) 170990,+49 (651) 17099200,"49,72943343091 6,599951067949"
Real,Sinzheim,Industriestr. 22  76547 Sinzheim Germany,+49 (7221) 504390,+49 (7221) 5043990,"48,776314588018 8,176932341907"
Real,Dettingen,Im Schwöllbogen 19  72581 Dettingen Germany,+49 (7123) 72660,+49 (7123) 72729,"48,531278543367 9,329506048676"
Real,Tuttlingen,Rudolf-Diesel-Str. 28  78532 Tuttlingen Germany,+49 (7461) 17970,+49 (7461) 179779,"47,995735209435 8,830271647203"
Real,Kirchentellinsfurt,Wannweiler Str. 77  72138 Kirchentellinsfurt Germany,+49 (7121) 2419190,+49 (7121) 241919205,"48,52644996898 9,14409004127"
Real,Wittlich,Justus-v.-Liebig-Str.  54516 Wittlich Germany,+49 (6571) 97220,+49 (6571) 20674,"49,981196976007 6,908365043972"
Real,Böblingen,Röhrer Weg 15+18  71032 Böblingen Germany,+49 (7031) 722510,+49 (7031) 278464,"48,671998953208 9,014702111777"
Real,Tübingen,Alte Landstraße 45  72072 Tübingen Germany,+49 (7071) 7580,+49 (7071) 758230,"48,496228207721 9,02972540661"
Real,Balingen,Lange Straße 24  72336 Balingen Germany,+49 (7433) 34094,+49 (7433) 381261,"48,260576486404 8,849130031002"
Real,Horb am Neckar,Hahnerstraße 1  72160 Horb am Neckar Germany,+49 (7451) 55360,+49 (7451) 1653,"48,457725489863 8,698950008803"
Real,Kirchheim am Neckar,Max-Eyth-Str. 6  74366 Kirchheim am Neckar Germany,+49 (7143) 9021,+49 (7143) 93303,"49,034525948682 9,147868424548"
Real,Böblingen,Otto-Lilienthal-Strasse 24  71034 Böblingen Germany,+49 (7031) 632000,+49 (7031) 6320010,"48,685607371034 8,983895731105"
